Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,13:00:29.477447,13:00:41.103113,-1,-1.0
1,13:00:29.477447,13:00:41.220456,-1,-1.0
1,13:00:29.477447,13:00:41.300468,-1,-1.0
1,13:00:29.477447,13:00:41.400799,-1,-1.0
1,13:00:29.477447,13:00:41.517735,-1,-1.0
1,13:00:29.477447,13:00:41.609153,-1,-1.0
1,13:00:29.477447,13:00:41.718260,1,-1.0
1,13:00:29.477447,13:00:41.800158,1,-1.0
1,13:00:29.477447,13:00:41.897568,1,-1.0
1,13:00:29.477447,13:00:42.012240,1,-1.0
1,13:00:29.477447,13:00:42.118271,1,-1.0
1,13:00:29.477447,13:00:42.198729,1,-1.0
1,13:00:29.477447,13:00:42.296452,1,-1.0
1,13:00:29.477447,13:00:42.396282,1,-1.0
1,13:00:29.477447,13:00:42.496352,1,-1.0
1,13:00:29.477447,13:00:42.596804,1,-1.0
1,13:00:29.477447,13:00:42.697607,1,-1.0
1,13:00:29.477447,13:00:42.816789,1,-1.0
1,13:00:29.477447,13:00:42.899605,1,-1.0
1,13:00:29.477447,13:00:42.992835,1,-1.0
1,13:00:29.477447,13:00:43.092847,1,-1.0
1,13:00:29.477447,13:00:43.193356,1,-1.0
1,13:00:29.477447,13:00:43.293084,1,-1.0
1,13:00:29.477447,13:00:43.416639,1,-1.0
1,13:00:29.477447,13:00:43.493687,1,-1.0
1,13:00:29.477447,13:00:43.593136,1,-1.0
1,13:00:29.477447,13:00:43.692768,1,-1.0
1,13:00:29.477447,13:00:43.816880,1,-1.0
1,13:00:29.477447,13:00:43.895214,1,-1.0
1,13:00:29.477447,13:00:43.992819,1,-1.0
1,13:00:29.477447,13:00:44.093279,1,-1.0
1,13:00:29.477447,13:00:44.213554,1,-1.0
1,13:00:29.477447,13:00:44.300126,1,-1.0
1,13:00:29.477447,13:00:44.392837,1,-1.0
1,13:00:29.477447,13:00:44.492582,1,-1.0
1,13:00:29.477447,13:00:44.589141,1,-1.0
1,13:00:29.477447,13:00:44.689066,1,-1.0
1,13:00:29.477447,13:00:44.805269,1,-1.0
1,13:00:29.477447,13:00:44.889883,1,-1.0
1,13:00:29.477447,13:00:44.988916,1,-1.0
1,13:00:29.477447,13:00:45.111986,1,-1.0
1,13:00:29.477447,13:00:45.190464,1,-1.0
1,13:00:29.477447,13:00:45.288809,1,-1.0
1,13:00:29.477447,13:00:45.388748,-1,-1.0
1,13:00:29.477447,13:00:45.488468,-1,-1.0
1,13:00:29.477447,13:00:45.588118,-1,-1.0
1,13:00:29.477447,13:00:45.689397,-1,-1.0
1,13:00:29.477447,13:00:45.789090,-1,-1.0
1,13:00:29.477447,13:00:45.907372,-1,-1.0
1,13:00:29.477447,13:00:45.989491,-1,-1.0
1,13:00:29.477447,13:00:46.095093,-1,-1.0
1,13:00:29.477447,13:00:46.184789,-1,-1.0
1,13:00:29.477447,13:00:46.284252,-1,-1.0
1,13:00:29.477447,13:00:46.384486,-1,-1.0
1,13:00:29.477447,13:00:46.484008,-1,-1.0
1,13:00:29.477447,13:00:46.583929,-1,-1.0
1,13:00:29.477447,13:00:46.684488,-1,-1.0
1,13:00:29.477447,13:00:46.785256,-1,-1.0
1,13:00:29.477447,13:00:46.885401,-1,-1.0
1,13:00:29.477447,13:00:46.984275,-1,-1.0
1,13:00:29.477447,13:00:47.084213,1,-1.0
1,13:00:29.477447,13:00:47.184615,1,-1.0
1,13:00:29.477447,13:00:47.284254,1,-1.0
1,13:00:29.477447,13:00:47.384250,1,-1.0
1,13:00:29.477447,13:00:47.506753,1,-1.0
1,13:00:29.477447,13:00:47.583314,-1,-1.0
1,13:00:29.477447,13:00:47.681349,-1,-1.0
1,13:00:29.477447,13:00:47.780479,-1,-1.0
1,13:00:29.477447,13:00:47.881713,-1,-1.0
1,13:00:29.477447,13:00:47.980762,-1,-1.0
1,13:00:29.477447,13:00:48.080098,-1,-1.0
1,13:00:29.477447,13:00:48.180416,-1,-1.0
1,13:00:29.477447,13:00:48.282721,-1,-1.0
1,13:00:29.477447,13:00:48.380150,-1,-1.0
1,13:00:29.477447,13:00:48.480592,1,-1.0
1,13:00:29.477447,13:00:48.603766,1,-1.0
1,13:00:29.477447,13:00:48.682334,1,-1.0
1,13:00:29.477447,13:00:48.780412,1,-1.0
1,13:00:29.477447,13:00:48.880352,1,-1.0
1,13:00:29.477447,13:00:48.980841,1,-1.0
1,13:00:29.477447,13:00:49.080007,1,-1.0
1,13:00:29.477447,13:00:49.177205,1,-1.0
1,13:00:29.477447,13:00:49.276100,1,-1.0
1,13:00:29.477447,13:00:49.376487,1,-1.0
1,13:00:29.477447,13:00:49.476217,1,-1.0
1,13:00:29.477447,13:00:49.576014,1,-1.0
1,13:00:29.477447,13:00:49.675887,-1,-1.0
1,13:00:29.477447,13:00:49.776314,-1,-1.0
1,13:00:29.477447,13:00:49.876264,-1,-1.0
1,13:00:29.477447,13:00:49.976770,-1,-1.0
1,13:00:29.477447,13:00:50.076489,-1,-1.0
1,13:00:29.477447,13:00:50.176993,-1,-1.0
1,13:00:29.477447,13:00:50.275712,-1,-1.0
1,13:00:29.477447,13:00:50.397153,1,-1.0
1,13:00:29.477447,13:00:50.477421,1,-1.0
1,13:00:29.477447,13:00:50.575758,1,-1.0
1,13:00:29.477447,13:00:50.672682,1,-1.0
1,13:00:29.477447,13:00:50.772526,1,-1.0
1,13:00:29.477447,13:00:50.872722,1,-1.0
1,13:00:29.477447,13:00:50.972588,1,-1.0
1,13:00:29.477447,13:00:51.096256,1,-1.0
1,13:00:29.477447,13:00:51.173255,1,-1.0
1,13:00:29.477447,13:00:51.271911,1,-1.0
1,13:00:29.477447,13:00:51.372097,1,-1.0
1,13:00:29.477447,13:00:51.472279,1,-1.0
1,13:00:29.477447,13:00:51.572209,1,-1.0
1,13:00:29.477447,13:00:51.672514,1,-1.0
1,13:00:29.477447,13:00:51.772476,1,-1.0
1,13:00:29.477447,13:00:51.872631,1,-1.0
1,13:00:29.477447,13:00:51.972571,1,-1.0
1,13:00:29.477447,13:00:52.071942,1,-1.0
1,13:00:29.477447,13:00:52.193282,1,-1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,13:00:52.195913,13:00:52.279123,1,-1.0
2,13:00:52.195913,13:00:52.372736,1,-1.0
2,13:00:52.195913,13:00:52.470313,1,-1.0
2,13:00:52.195913,13:00:52.572872,1,-1.0
2,13:00:52.195913,13:00:52.669158,1,-1.0
2,13:00:52.195913,13:00:52.767982,-1,-1.0
2,13:00:52.195913,13:00:52.868846,-1,-1.0
2,13:00:52.195913,13:00:52.968187,-1,-1.0
2,13:00:52.195913,13:00:53.092503,-1,-1.0
2,13:00:52.195913,13:00:53.170005,1,-1.0
2,13:00:52.195913,13:00:53.267648,-1,-1.0
2,13:00:52.195913,13:00:54.991753,1,-1.0
2,13:00:52.195913,13:00:55.065758,1,-1.0
2,13:00:52.195913,13:00:55.164188,1,-1.0
2,13:00:52.195913,13:00:55.263497,1,-1.0
2,13:00:52.195913,13:00:55.359467,1,-1.0
2,13:00:52.195913,13:00:55.479874,1,-1.0
2,13:00:52.195913,13:00:55.559954,1,-1.0
2,13:00:52.195913,13:00:55.660290,1,-1.0
2,13:00:52.195913,13:00:55.759887,1,-1.0
2,13:00:52.195913,13:00:55.861647,1,-1.0
2,13:00:52.195913,13:00:55.959865,1,-1.0
2,13:00:52.195913,13:00:56.059064,1,-1.0
2,13:00:52.195913,13:00:56.180217,1,-1.0
2,13:00:52.195913,13:00:56.259974,1,-1.0
2,13:00:52.195913,13:00:56.359591,1,-1.0
2,13:00:52.195913,13:00:56.459552,1,-1.0
2,13:00:52.195913,13:00:56.559447,1,-1.0
2,13:00:52.195913,13:00:56.659447,1,-1.0
2,13:00:52.195913,13:00:56.759864,1,-1.0
2,13:00:52.195913,13:00:56.856629,1,-1.0
2,13:00:52.195913,13:00:56.955832,1,-1.0
2,13:00:52.195913,13:00:57.056202,1,-1.0
2,13:00:52.195913,13:00:57.156008,1,-1.0
2,13:00:52.195913,13:00:57.278951,1,-1.0
2,13:00:52.195913,13:00:57.356685,1,-1.0
2,13:00:52.195913,13:00:57.455604,1,-1.0
2,13:00:52.195913,13:00:57.555406,1,-1.0
2,13:00:52.195913,13:00:57.666989,1,-1.0
2,13:00:52.195913,13:00:57.755564,1,-1.0
2,13:00:52.195913,13:00:57.856482,1,-1.0
2,13:00:52.195913,13:00:57.955977,1,-1.0
2,13:00:52.195913,13:00:58.056438,1,-1.0
2,13:00:52.195913,13:00:58.155683,1,-1.0
2,13:00:52.195913,13:00:58.269696,1,-1.0
2,13:00:52.195913,13:00:58.355829,1,-1.0
2,13:00:52.195913,13:00:58.451582,1,-1.0
2,13:00:52.195913,13:00:58.570731,1,-1.0
2,13:00:52.195913,13:00:58.653477,1,-1.0
2,13:00:52.195913,13:00:58.752823,1,-1.0
2,13:00:52.195913,13:00:58.870995,1,-1.0
2,13:00:52.195913,13:00:58.953833,1,-1.0
2,13:00:52.195913,13:00:59.070909,1,-1.0
2,13:00:52.195913,13:00:59.152976,-1,-1.0
2,13:00:52.195913,13:00:59.294472,-1,-1.0
2,13:00:52.195913,13:00:59.372171,-1,-1.0
2,13:00:52.195913,13:00:59.463909,-1,-1.0
2,13:00:52.195913,13:00:59.567162,-1,-1.0
2,13:00:52.195913,13:00:59.661947,-1,-1.0
2,13:00:52.195913,13:00:59.757815,-1,-1.0
2,13:00:52.195913,13:00:59.858916,-1,-1.0
2,13:00:52.195913,13:00:59.951690,-1,-1.0
2,13:00:52.195913,13:01:00.052209,-1,-1.0
2,13:00:52.195913,13:01:00.150872,-1,-1.0
2,13:00:52.195913,13:01:00.250268,-1,-1.0
2,13:00:52.195913,13:01:00.352103,-1,-1.0
2,13:00:52.195913,13:01:00.453867,-1,-1.0
2,13:00:52.195913,13:01:00.553370,-1,-1.0
2,13:00:52.195913,13:01:00.651951,1,-1.0
2,13:00:52.195913,13:01:00.754314,1,-1.0
2,13:00:52.195913,13:01:00.851022,1,-1.0
2,13:00:52.195913,13:01:00.952522,1,-1.0
2,13:00:52.195913,13:01:01.055964,1,-1.0
2,13:00:52.195913,13:01:01.156234,1,-1.0
2,13:00:52.195913,13:01:01.254188,1,-1.0
2,13:00:52.195913,13:01:01.351259,1,-1.0
2,13:00:52.195913,13:01:01.450901,-1,-1.0
