Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
10,14:04:54.811479,14:04:55.108652,1,1.0
10,14:04:54.811479,14:04:55.407156,1,1.0
10,14:04:54.811479,14:04:55.711793,1,1.0
10,14:04:54.811479,14:04:56.009745,1,1.0
10,14:04:54.811479,14:04:56.309011,1,1.0
10,14:04:54.811479,14:04:58.608183,1,1.0
10,14:04:54.811479,14:04:58.905631,1,1.0
10,14:04:54.811479,14:04:59.205794,1,1.0
10,14:04:54.811479,14:04:59.509956,1,1.0
10,14:04:54.811479,14:04:59.807861,1,1.0
10,14:04:54.811479,14:05:00.108736,1,1.0
10,14:04:54.811479,14:05:00.406532,1,1.0
10,14:04:54.811479,14:05:00.704986,1,1.0
10,14:04:54.811479,14:05:01.009005,1,1.0
10,14:04:54.811479,14:05:01.307339,1,1.0
10,14:04:54.811479,14:05:01.605920,1,1.0
10,14:04:54.811479,14:05:01.904171,1,1.0
10,14:04:54.811479,14:05:04.206248,1,1.0
10,14:04:54.811479,14:05:04.505491,1,1.0
10,14:04:54.811479,14:05:04.804309,1,1.0
10,14:04:54.811479,14:05:05.102724,1,1.0
10,14:04:54.811479,14:05:05.403124,1,1.0
10,14:04:54.811479,14:05:05.699381,1,1.0
10,14:04:54.811479,14:05:06.007593,1,1.0
10,14:04:54.811479,14:05:06.305421,1,1.0
10,14:04:54.811479,14:05:06.603908,1,1.0
10,14:04:54.811479,14:05:06.905176,1,1.0
10,14:04:54.811479,14:05:07.203591,1,1.0
10,14:04:54.811479,14:05:07.503374,1,1.0
10,14:04:54.811479,14:05:07.802953,1,1.0
10,14:04:54.811479,14:05:08.103904,1,1.0
10,14:04:54.811479,14:05:08.404897,1,1.0
10,14:04:54.811479,14:05:08.703457,1,1.0
10,14:04:54.811479,14:05:11.003099,1,1.0
10,14:04:54.811479,14:05:11.297527,1,1.0
10,14:04:54.811479,14:05:11.604410,1,1.0
10,14:04:54.811479,14:05:11.903425,1,1.0
10,14:04:54.811479,14:05:12.203645,1,1.0
